,word1,word2,POS,result,conc(w1),conc(w2),concQ,Assoc(USF),SimAssoc333,SD(SimLex),bert_cos
641,student,professor,N,1.95,4.92,4.86,4,0.14,0,1.13,0.9036687016487122
642,baby,daughter,N,5.0,5.0,4.79,4,0.14,0,1.29,0.837361752986908
643,pipe,cigar,N,6.03,4.88,4.93,4,0.14,0,1.01,0.9135589003562927
644,milk,juice,N,4.05,4.92,4.89,4,0.14,0,1.46,0.9455936551094055
645,box,cigar,N,1.25,4.9,4.93,4,0.14,0,1.89,0.8718731999397278
646,apartment,hotel,N,3.33,4.9,4.93,4,0.14,0,1.18,0.867927074432373
647,cup,cone,N,3.17,5.0,4.86,4,0.14,0,1.13,0.8795525431632996
648,horse,ox,N,3.02,5.0,4.86,4,0.14,0,1.18,0.7542073130607605
649,throat,nose,N,2.8,4.97,4.89,4,0.14,0,1.12,0.8725081086158752
650,bone,teeth,N,4.17,4.9,4.96,4,0.14,0,1.92,0.8217369914054871
651,bone,elbow,N,3.78,4.9,5.0,4,0.14,0,1.58,0.8699302077293396
652,bacon,bean,N,1.22,4.9,5.0,4,0.14,0,0.92,0.7406454682350159
653,cup,jar,N,5.13,5.0,5.0,4,0.14,0,1.17,0.8645451664924622
654,proof,fact,N,7.3,2.67,2.72,2,0.13,0,1.7,0.783362090587616
655,appointment,engagement,N,6.75,3.0,2.75,2,0.13,0,1.59,0.9107642769813538
656,birthday,year,N,1.67,3.2,3.25,2,0.13,0,1.69,0.7595942616462708
657,word,clue,N,2.53,3.56,2.93,2,0.13,0,1.65,0.8441358208656311
658,author,creator,N,8.02,4.26,3.07,2,0.13,0,1.5,0.8302209377288818
659,atom,carbon,N,3.1,3.34,4.22,3,0.13,0,0.93,0.9038249254226685
660,archbishop,bishop,N,7.05,4.14,4.21,3,0.13,0,1.59,0.8873543739318848
661,letter,paragraph,N,4.0,4.7,3.96,3,0.13,0,1.12,0.8721715807914734
662,page,paragraph,N,3.03,4.9,3.96,3,0.13,0,1.37,0.8792258501052856
663,steeple,chapel,N,7.08,4.74,4.6,3,0.13,0,1.03,0.7283295392990112
664,muscle,bone,N,3.65,4.5,4.9,3,0.13,0,1.68,0.8890007734298706
665,muscle,tongue,N,5.0,4.5,4.93,3,0.13,0,1.65,0.8025376796722412
666,boy,soldier,N,2.15,4.76,4.72,4,0.13,0,1.51,0.8597135543823242
667,belly,abdomen,N,8.13,4.8,4.7,4,0.13,0,1.53,0.8623272776603699
668,guy,girl,N,3.33,4.68,4.85,4,0.13,0,1.9,0.9360804557800293
669,bed,chair,N,3.5,5.0,4.58,4,0.13,0,1.26,0.8345838785171509
670,clothes,jacket,N,5.15,4.76,4.86,4,0.13,0,0.74,0.9106109738349915
671,gun,knife,N,3.65,4.83,4.9,4,0.13,0,1.03,0.8957412242889404
672,tin,metal,N,5.63,4.87,4.87,4,0.13,0,1.15,0.8439404964447021
673,bottle,container,N,7.93,4.91,4.85,4,0.13,0,1.38,0.9303175210952759
674,hen,turkey,N,6.13,4.9,4.89,4,0.13,0,1.6,0.6298094987869263
675,meat,bread,N,1.67,4.9,4.92,4,0.13,0,1.62,0.940199613571167
676,arm,bone,N,3.83,4.96,4.9,4,0.13,0,1.94,0.8240615129470825
677,neck,spine,N,5.32,5.0,4.88,4,0.13,0,1.16,0.9058869481086731
678,apple,lemon,N,4.05,5.0,5.0,4,0.13,0,1.58,0.882358968257904
679,agony,grief,N,7.63,2.38,2.7,1,0.12,0,1.94,0.9373793601989746
680,assignment,task,N,8.7,3.86,2.84,2,0.12,0,1.37,0.904973566532135
681,night,dawn,N,2.95,4.52,4.46,3,0.12,0,1.53,0.8526472449302673
682,dinner,soup,N,3.72,4.5,4.72,3,0.12,0,1.89,0.8979247212409973
683,calf,bull,N,4.93,4.48,4.85,3,0.12,0,1.67,0.8527007102966309
684,snow,storm,N,4.8,4.85,4.7,4,0.12,0,0.88,0.8410518169403076
685,nail,hand,N,3.42,4.93,4.72,4,0.12,0,1.14,0.8545978665351868
686,dog,horse,N,2.38,4.85,5.0,4,0.12,0,1.39,0.9070191979408264
687,arm,neck,N,1.58,4.96,5.0,4,0.12,0,0.72,0.8648655414581299
688,ball,glove,N,1.75,5.0,4.97,4,0.12,0,1.27,0.8788340091705322
689,flu,fever,N,6.08,3.65,3.27,2,0.11,0,1.58,0.8046783208847046
690,fee,salary,N,3.72,3.89,3.69,3,0.11,0,1.26,0.8358961343765259
691,nerve,brain,N,3.88,3.89,4.69,3,0.11,0,1.74,0.8888522386550903
692,beast,animal,N,7.83,4.63,4.61,3,0.11,0,1.64,0.8255441188812256
693,dinner,chicken,N,2.85,4.5,4.8,3,0.11,0,1.5,0.8535667657852173
694,girl,maid,N,2.93,4.85,4.64,4,0.11,0,0.9,0.8588740825653076
695,child,boy,N,5.75,4.78,4.76,4,0.11,0,1.82,0.8192318081855774
696,alcohol,wine,N,7.42,4.76,4.79,4,0.11,0,1.53,0.918994665145874
697,nose,mouth,N,3.73,4.89,4.74,4,0.11,0,1.5,0.756519079208374
698,street,car,N,2.38,4.75,4.89,4,0.11,0,1.16,0.8296502232551575
699,bell,door,N,2.2,4.96,4.81,4,0.11,0,1.46,0.8140490651130676
700,box,hat,N,1.3,4.9,4.88,4,0.11,0,1.15,0.8801387548446655
701,belief,impression,N,5.95,1.19,2.23,1,0.1,0,0.72,0.8580336570739746
702,bias,opinion,N,5.6,1.68,1.93,1,0.1,0,1.16,0.8910319805145264
703,attention,awareness,N,8.73,2.3,1.84,1,0.1,0,1.64,0.9120725989341736
704,anger,mood,N,4.1,2.41,1.75,1,0.1,0,1.87,0.7541052103042603
705,elegance,style,N,5.72,2.18,2.67,1,0.1,0,1.76,0.7838760018348694
706,beauty,age,N,1.58,2.93,2.86,2,0.1,0,1.54,0.7793670296669006
707,book,theme,N,2.58,4.9,2.72,3,0.1,0,0.81,0.7256643176078796
708,friend,mother,N,2.53,3.07,4.6,3,0.1,0,1.54,0.9100483059883118
709,vitamin,iron,N,5.55,4.48,4.59,3,0.1,0,1.14,0.8533525466918945
710,car,factory,N,2.75,4.89,4.76,4,0.1,0,1.43,0.8000677824020386
711,pact,condition,N,2.45,2.52,2.15,1,0.0,0,1.59,0.799725353717804
712,chapter,choice,N,0.48,3.43,1.9,2,0.0,0,0.86,0.7858667969703674
713,arithmetic,rhythm,N,2.35,2.74,3.07,2,0.0,0,2.08,0.8280463218688965
714,winner,presence,N,1.08,3.21,2.72,2,0.0,0,1.12,0.6954641938209534
715,belief,flower,N,0.4,1.19,5.0,2,0.0,0,1.19,0.7974564433097839
716,winner,goal,N,3.23,3.21,3.06,2,0.0,0,1.67,0.6073141098022461
717,trick,size,N,0.48,3.36,3.13,2,0.0,0,0.59,0.843555748462677
718,choice,vein,N,0.98,1.9,4.63,2,0.0,0,1.11,0.8219407796859741
719,hymn,conquest,N,0.68,4.04,2.54,2,0.0,0,0.88,0.7687681913375854
720,endurance,band,N,0.4,2.0,4.68,2,0.0,0,0.44,0.7521602511405945
721,jail,choice,N,1.08,4.83,1.9,2,0.0,0,1.08,0.7590783834457397
722,condition,boy,N,0.48,2.15,4.76,2,0.0,0,0.8,0.7789188027381897
723,flower,endurance,N,0.4,5.0,2.0,2,0.0,0,1.7,0.7157334685325623
724,hole,agreement,N,0.3,4.81,2.22,2,0.0,0,1.72,0.8496091961860657
725,doctor,temper,N,0.48,4.69,2.56,2,0.0,0,1.44,0.8416533470153809
726,fraternity,door,N,0.68,2.46,4.81,2,0.0,0,0.94,0.7886897921562195
727,task,woman,N,0.68,2.84,4.46,2,0.0,0,0.34,0.8652771711349487
728,fraternity,baseball,N,0.88,2.46,4.86,2,0.0,0,0.98,0.661575198173523
729,cent,size,N,0.4,4.19,3.13,2,0.0,0,1.24,0.8655608296394348
730,presence,door,N,0.48,2.72,4.81,3,0.0,0,0.83,0.7972540259361267
731,mouse,management,N,0.48,4.83,2.72,3,0.0,0,1.59,0.7465123534202576
732,task,highway,N,0.48,2.84,4.72,3,0.0,0,1.34,0.8474969267845154
733,liquor,century,N,0.4,4.73,2.83,3,0.0,0,1.31,0.7564250826835632
734,task,straw,N,0.68,2.84,4.77,3,0.0,0,1.53,0.8879808187484741
735,island,task,N,0.3,4.96,2.84,3,0.0,0,0.96,0.8390182852745056
736,night,chapter,N,0.48,4.52,3.43,3,0.0,0,0.92,0.7684206962585449
737,pollution,president,N,0.68,3.75,4.4,3,0.0,0,1.6,0.7156383991241455
738,gun,trick,N,0.48,4.83,3.36,3,0.0,0,1.41,0.8534939885139465
739,bath,trick,N,0.58,4.85,3.36,3,0.0,0,1.28,0.8642462491989136
740,diet,apple,N,1.18,3.21,5.0,3,0.0,0,1.56,0.7822570204734802
741,cent,wife,N,0.58,4.19,4.13,3,0.0,0,1.7,0.8257248401641846
742,chapter,tail,N,0.3,3.43,4.96,3,0.0,0,1.57,0.7447925209999084
743,course,stomach,N,0.58,3.82,4.89,3,0.0,0,0.87,0.8520588278770447
744,hymn,straw,N,0.4,4.04,4.77,3,0.0,0,1.64,0.8348618149757385
745,dentist,colonel,N,0.4,4.93,3.89,3,0.0,0,1.7,0.8447973132133484
746,wife,straw,N,0.4,4.13,4.77,3,0.0,0,1.53,0.8994113206863403
747,hole,wife,N,0.68,4.81,4.13,3,0.0,0,1.18,0.85494464635849
748,pupil,president,N,0.78,4.55,4.4,3,0.0,0,1.28,0.8500576615333557
749,bath,wife,N,0.48,4.85,4.13,3,0.0,0,1.42,0.8537544012069702
750,people,cent,N,0.48,4.82,4.19,3,0.0,0,1.61,0.7701083421707153
751,formula,log,N,1.77,4.11,4.96,3,0.0,0,1.51,0.692915141582489
752,woman,fur,N,0.58,4.46,4.69,3,0.0,0,0.99,0.8540006875991821
753,apple,sunshine,N,0.58,5.0,4.21,3,0.0,0,1.2,0.890882134437561
754,gun,dawn,N,1.18,4.83,4.46,3,0.0,0,1.57,0.8708117008209229
755,meal,waist,N,0.98,4.62,4.72,3,0.0,0,1.58,0.920718789100647
756,camera,president,N,0.48,5.0,4.4,3,0.0,0,1.56,0.7759446501731873
757,liquor,band,N,0.68,4.73,4.68,3,0.0,0,0.91,0.818061888217926
758,stomach,vein,N,2.35,4.89,4.63,4,0.0,0,1.2,0.8554721474647522
759,gun,fur,N,0.3,4.83,4.69,4,0.0,0,1.8,0.8914315104484558
760,couch,baseball,N,0.88,4.71,4.86,4,0.0,0,1.32,0.6799465417861938
761,worker,camera,N,0.68,4.59,5.0,4,0.0,0,1.21,0.8031731843948364
762,deck,mouse,N,0.48,4.77,4.83,4,0.0,0,1.48,0.8216935992240906
763,rice,boy,N,0.4,4.86,4.76,4,0.0,0,1.72,0.775654137134552
764,people,gun,N,0.68,4.82,4.83,4,0.0,0,1.47,0.8332512378692627
765,cliff,tail,N,0.3,4.71,4.96,4,0.0,0,1.57,0.8697918653488159
766,ankle,window,N,0.3,4.81,4.86,4,0.0,0,1.8,0.8012007474899292
767,princess,island,N,0.3,4.72,4.96,4,0.0,0,1.36,0.8339282870292664
768,container,mouse,N,0.3,4.85,4.83,4,0.0,0,0.95,0.89716637134552
769,wagon,container,N,2.65,4.89,4.85,4,0.0,0,0.85,0.9279550313949585
770,people,balloon,N,0.48,4.82,4.92,4,0.0,0,1.96,0.8451209664344788
771,dollar,people,N,0.4,4.93,4.82,4,0.0,0,1.42,0.795758068561554
772,bath,balloon,N,0.4,4.85,4.92,4,0.0,0,1.41,0.8575795888900757
773,stomach,bedroom,N,0.4,4.89,4.9,4,0.0,0,0.97,0.8816913366317749
774,bicycle,bedroom,N,0.4,4.89,4.9,4,0.0,0,1.47,0.8726630806922913
775,log,bath,N,0.4,4.96,4.85,4,0.0,0,1.63,0.7810966968536377
776,bowl,tail,N,0.48,4.87,4.96,4,0.0,0,1.0,0.9186639189720154
777,go,come,V,2.42,3.15,2.72,2,5.75,1,1.51,0.8929842710494995
778,take,steal,V,6.18,3.06,3.84,2,3.28,1,1.69,0.9099986553192139
779,listen,hear,V,8.17,3.47,3.66,2,3.22,1,1.72,0.8231999278068542
780,think,rationalize,V,8.25,2.41,1.52,1,3.17,1,1.13,0.8212401866912842
781,occur,happen,V,9.32,1.84,1.78,1,2.87,1,1.34,0.8885119557380676
782,vanish,disappear,V,9.8,2.77,2.86,2,2.76,1,0.46,0.8009889721870422
783,multiply,divide,V,1.75,2.79,2.86,2,2.53,1,1.32,0.6826349496841431
784,plead,beg,V,9.08,2.59,2.96,2,2.5,1,1.26,0.8572661280632019
785,begin,originate,V,8.2,2.56,2.23,1,2.44,1,0.75,0.8728959560394287
786,protect,defend,V,9.13,2.86,2.31,1,2.28,1,1.29,0.7937890887260437
787,kill,destroy,V,5.9,3.9,3.08,2,2.0,1,1.93,0.9337169528007507
788,create,make,V,8.72,2.62,2.67,2,1.72,1,1.14,0.8625954985618591
789,accept,reject,V,0.83,3.03,2.4,2,1.69,1,1.28,0.9063732624053955
790,ignore,avoid,V,6.87,2.22,2.41,1,1.56,1,1.22,0.9271891713142395
791,carry,bring,V,5.8,4.04,2.55,2,1.37,1,1.24,0.9095771908760071
792,leave,enter,V,0.95,2.53,3.12,2,1.3,1,1.91,0.7850903868675232
793,choose,elect,V,7.62,2.62,2.41,1,1.28,1,1.14,0.8300561308860779
794,lose,fail,V,7.33,2.25,3.0,2,1.28,1,1.79,0.7858195900917053
795,encourage,discourage,V,1.58,2.61,1.9,1,1.23,1,1.55,0.9115713834762573
796,achieve,accomplish,V,8.57,2.29,2.33,1,1.22,1,0.94,0.8837763071060181
797,make,construct,V,8.33,2.67,2.6,2,1.2,1,0.85,0.8258181810379028
798,listen,obey,V,4.93,3.47,2.67,2,1.19,1,1.33,0.8199203610420227
799,inform,notify,V,9.25,2.25,3.04,2,1.15,1,0.44,0.8180025219917297
800,receive,give,V,1.47,2.69,2.83,2,1.11,1,1.19,0.8545460104942322
801,borrow,beg,V,2.62,3.1,2.96,2,1.0,1,1.89,0.858971118927002
802,take,obtain,V,7.1,3.06,3.0,2,0.9,1,1.01,0.7473710775375366
803,advise,recommend,V,8.1,2.03,1.74,1,0.89,1,1.6,0.8238426446914673
804,imitate,portray,V,6.75,2.66,2.18,1,0.89,1,1.13,0.5616305470466614
805,win,succeed,V,7.9,2.67,2.33,1,0.89,1,1.83,0.7419130206108093
806,think,decide,V,5.13,2.41,1.92,1,0.88,1,1.4,0.8895125389099121
807,greet,meet,V,6.17,2.96,3.0,2,0.83,1,1.73,0.9161619544029236
808,agree,argue,V,0.77,2.31,2.75,1,0.81,1,1.68,0.9205223917961121
809,enjoy,entertain,V,5.92,2.29,2.55,1,0.79,1,1.27,0.8545039296150208
810,destroy,make,V,1.6,3.08,2.67,2,0.78,1,1.72,0.8930361270904541
811,save,protect,V,6.58,2.42,2.86,2,0.74,1,0.44,0.8941222429275513
812,give,lend,V,7.22,2.83,3.07,2,0.72,1,0.93,0.8480705618858337
813,understand,know,V,7.47,2.28,1.68,1,0.71,1,1.26,0.9365688562393188
814,take,receive,V,5.08,3.06,2.69,2,0.7,1,0.48,0.87775719165802
815,accept,acknowledge,V,6.88,3.03,2.03,1,0.69,1,1.63,0.9109610915184021
816,decide,choose,V,8.87,1.92,2.62,1,0.67,1,1.26,0.9191611409187317
817,accept,believe,V,6.75,3.03,1.55,1,0.67,1,1.61,0.9125990271568298
818,keep,possess,V,8.27,2.37,2.6,1,0.62,1,0.8,0.8892536163330078
819,roam,wander,V,8.83,2.85,2.28,1,0.61,1,0.89,0.8923368453979492
820,succeed,fail,V,0.83,2.33,3.0,2,0.61,1,1.44,0.8674914240837097
821,spend,save,V,0.55,2.93,2.42,2,0.61,1,1.06,0.893703281879425
822,leave,go,V,7.63,2.53,3.15,2,0.61,1,1.49,0.9122114181518555
823,come,attend,V,8.1,2.72,3.17,2,0.61,1,1.6,0.8541733622550964
824,know,believe,V,5.5,1.68,1.55,1,0.6,1,1.18,0.9179394841194153
825,gather,meet,V,7.3,2.75,3.0,2,0.55,1,0.59,0.7981199622154236
826,make,earn,V,7.62,2.67,2.39,1,0.54,1,1.92,0.9351173043251038
827,forget,ignore,V,3.07,2.04,2.22,1,0.5,1,1.25,0.9378198385238647
828,multiply,add,V,2.7,2.79,3.0,2,0.5,1,1.8,0.7395712733268738
829,shrink,grow,V,0.23,3.55,3.03,2,0.5,1,1.2,0.9349277019500732
830,arrive,leave,V,1.33,3.22,2.53,2,0.49,1,1.48,0.8527889251708984
831,succeed,try,V,3.98,2.33,2.22,1,0.48,1,1.35,0.7574488520622253
832,accept,deny,V,1.75,3.03,2.2,2,0.48,1,1.41,0.9318798780441284
833,arrive,come,V,7.05,3.22,2.72,2,0.48,1,1.56,0.8416248559951782
834,agree,differ,V,1.05,2.31,1.59,1,0.42,0,1.53,0.872750461101532
835,send,receive,V,1.08,2.7,2.69,2,0.42,0,1.53,0.8221424221992493
836,win,dominate,V,5.68,2.67,2.12,1,0.41,0,1.74,0.7838312983512878
837,add,divide,V,2.3,3.0,2.86,2,0.41,0,1.25,0.8356736302375793
838,kill,choke,V,4.92,3.9,3.97,3,0.41,0,1.48,0.8639160990715027
839,acquire,get,V,8.82,2.93,2.38,2,0.39,0,0.94,0.8947018980979919
840,participate,join,V,7.7,2.59,2.86,2,0.39,0,1.69,0.8574304580688477
841,leave,remain,V,2.53,2.53,1.96,1,0.34,0,1.36,0.8740661144256592
842,go,enter,V,4.0,3.15,3.12,2,0.34,0,1.43,0.7788922190666199
843,take,carry,V,5.23,3.06,4.04,2,0.34,0,0.44,0.9066784381866455
844,forget,learn,V,1.18,2.04,2.2,1,0.33,0,1.65,0.8435131311416626
845,appoint,elect,V,8.17,2.24,2.41,1,0.33,0,1.51,0.9068827033042908
846,engage,marry,V,5.43,2.07,3.03,1,0.33,0,1.12,0.8672856688499451
847,ask,pray,V,3.72,2.52,3.21,2,0.33,0,1.63,0.8312073349952698
848,go,send,V,3.75,3.15,2.7,2,0.33,0,0.77,0.8560226559638977
849,take,deliver,V,4.37,3.06,3.12,2,0.33,0,1.16,0.8911294937133789
850,speak,hear,V,3.02,3.7,3.66,2,0.33,0,0.76,0.8959363698959351
851,analyze,evaluate,V,8.03,2.3,1.85,1,0.28,0,0.49,0.9148237705230713
852,argue,rationalize,V,4.2,2.75,1.52,1,0.28,0,1.21,0.8288902044296265
853,lose,keep,V,1.05,2.25,2.37,1,0.28,0,1.57,0.6893771290779114
854,compare,analyze,V,8.1,2.52,2.3,1,0.28,0,0.84,0.9097775220870972
855,disorganize,organize,V,1.45,2.44,2.72,1,0.28,0,1.3,0.49558526277542114
856,go,allow,V,3.62,3.15,2.41,2,0.28,0,1.53,0.881745457649231
857,take,possess,V,7.2,3.06,2.6,2,0.28,0,1.14,0.8793351650238037
858,learn,listen,V,3.88,2.2,3.47,2,0.28,0,1.65,0.8181275725364685
859,destroy,construct,V,0.92,3.08,2.6,2,0.28,0,1.78,0.8147906064987183
860,create,build,V,8.48,2.62,3.71,2,0.28,0,1.14,0.8138479590415955
861,steal,buy,V,1.13,3.84,3.35,2,0.28,0,0.95,0.9244663715362549
862,kill,hang,V,4.45,3.9,3.7,3,0.28,0,1.43,0.8347169756889343
863,forget,know,V,0.92,2.04,1.68,1,0.27,0,1.6,0.8670884966850281
864,create,imagine,V,5.13,2.62,1.53,1,0.27,0,1.7,0.8551449775695801
865,do,happen,V,4.23,2.46,1.78,1,0.27,0,1.02,0.8691607713699341
866,win,accomplish,V,7.85,2.67,2.33,1,0.27,0,0.8,0.7502782940864563
867,give,deny,V,1.43,2.83,2.2,1,0.27,0,1.36,0.9120497107505798
868,deserve,earn,V,5.8,1.69,2.39,1,0.23,0,0.62,0.8966348171234131
869,get,put,V,1.98,2.38,2.5,1,0.22,0,1.33,0.930396318435669
870,locate,find,V,8.73,2.97,2.63,2,0.22,0,1.54,0.8901672959327698
871,appear,attend,V,6.28,3.13,3.17,2,0.22,0,1.47,0.908694326877594
872,know,comprehend,V,7.63,1.68,1.86,1,0.21,0,1.39,0.8954783082008362
873,pretend,imagine,V,8.47,2.11,1.53,1,0.21,0,1.63,0.7862062454223633
874,satisfy,please,V,7.67,2.04,1.64,1,0.21,0,1.74,0.7622446417808533
875,cherish,keep,V,4.85,1.73,2.37,1,0.21,0,1.78,0.6716883182525635
876,argue,differ,V,5.15,2.75,1.59,1,0.21,0,1.22,0.8822243213653564
877,overcome,dominate,V,6.25,2.28,2.12,1,0.21,0,1.58,0.9349269270896912
878,behave,obey,V,7.3,1.78,2.67,1,0.21,0,1.24,0.9141442775726318
879,cooperate,participate,V,6.43,1.87,2.59,1,0.21,0,1.5,0.8265126347541809
880,achieve,try,V,4.42,2.29,2.22,1,0.21,0,1.14,0.7918354272842407
881,fail,discourage,V,3.33,3.0,1.9,1,0.21,0,1.2,0.8932599425315857
882,begin,quit,V,1.28,2.56,2.56,1,0.21,0,1.53,0.8407542705535889
883,say,participate,V,3.82,2.58,2.59,1,0.21,0,1.3,0.7793548703193665
884,come,bring,V,2.42,2.72,2.55,2,0.21,0,1.03,0.9173464179039001
885,declare,announce,V,9.08,2.0,3.31,2,0.21,0,1.56,0.8623857498168945
886,read,comprehend,V,4.7,3.56,1.86,2,0.21,0,1.75,0.8738483190536499
887,take,leave,V,2.47,3.06,2.53,2,0.21,0,0.8,0.9002029895782471
888,proclaim,announce,V,8.18,2.36,3.31,2,0.21,0,1.58,0.7469099164009094
889,acquire,obtain,V,8.57,2.93,3.0,2,0.21,0,1.96,0.7256965041160583
890,conclude,decide,V,7.75,1.78,1.92,1,0.2,0,1.17,0.8292791247367859
891,please,plead,V,2.98,1.64,2.59,1,0.2,0,1.18,0.7875492572784424
892,argue,prove,V,4.83,2.75,1.83,1,0.2,0,0.62,0.9150732755661011
893,ask,plead,V,6.47,2.52,2.59,1,0.2,0,1.62,0.8307361602783203
894,find,disappear,V,0.77,2.63,2.86,2,0.2,0,1.04,0.8827630877494812
895,inspect,examine,V,8.75,3.31,2.86,2,0.2,0,1.39,0.9215492606163025
896,verify,justify,V,4.08,2.1,1.45,1,0.17,0,1.11,0.8627199530601501
897,assume,predict,V,4.85,1.75,2.0,1,0.17,0,1.02,0.7429743409156799
898,learn,evaluate,V,4.17,2.2,1.85,1,0.17,0,0.88,0.8737554550170898
899,argue,justify,V,5.0,2.75,1.45,1,0.17,0,1.13,0.9564424753189087
900,make,become,V,4.77,2.67,1.54,1,0.17,0,0.82,0.8786658644676208
901,discover,originate,V,4.83,2.37,2.23,1,0.17,0,1.33,0.8872390985488892
902,achieve,succeed,V,7.5,2.29,2.33,1,0.17,0,1.29,0.847830057144165
903,give,put,V,3.65,2.83,2.5,2,0.17,0,1.47,0.9173834919929504
904,understand,listen,V,4.68,2.28,3.47,2,0.17,0,1.66,0.8744006752967834
905,expand,grow,V,8.27,3.36,3.03,2,0.17,0,1.28,0.9091968536376953
906,borrow,sell,V,1.73,3.1,3.35,2,0.17,0,1.21,0.9194336533546448
907,keep,protect,V,5.4,2.37,2.86,2,0.15,0,1.26,0.8364663124084473
908,explain,prove,V,4.1,1.97,1.83,1,0.14,0,1.29,0.9062561988830566
909,assume,pretend,V,3.72,1.75,2.11,1,0.14,0,1.15,0.6922757625579834
910,agree,please,V,4.13,2.31,1.64,1,0.14,0,1.7,0.801607072353363
911,forgive,forget,V,3.92,1.92,2.04,1,0.14,0,1.5,0.8917161822319031
912,clarify,explain,V,8.33,2.07,1.97,1,0.14,0,1.74,0.9008206725120544
913,understand,forgive,V,4.87,2.28,1.92,1,0.14,0,1.32,0.8836869597434998
914,remind,forget,V,0.87,2.19,2.04,1,0.14,0,1.56,0.9223892092704773
915,get,remain,V,1.6,2.38,1.96,1,0.14,0,1.68,0.9108739495277405
916,realize,discover,V,7.47,2.03,2.37,1,0.14,0,0.59,0.822892963886261
917,require,inquire,V,1.82,2.07,2.38,1,0.14,0,1.06,0.6148605942726135
918,ignore,ask,V,1.07,2.22,2.52,1,0.14,0,1.27,0.8887884616851807
919,think,inquire,V,4.77,2.41,2.38,1,0.14,0,1.23,0.6945037245750427
920,reject,avoid,V,4.78,2.4,2.41,1,0.14,0,1.36,0.9234394431114197
921,argue,persuade,V,6.23,2.75,2.07,1,0.14,0,1.7,0.9130030870437622
922,pursue,persuade,V,3.17,2.83,2.07,1,0.14,0,1.39,0.8894727826118469
923,accept,forgive,V,3.73,3.03,1.92,1,0.14,0,1.75,0.8558428287506104
924,do,quit,V,1.17,2.46,2.56,1,0.14,0,1.81,0.8177777528762817
925,investigate,examine,V,8.1,2.27,2.86,1,0.14,0,1.31,0.9604348540306091
926,discuss,explain,V,6.67,3.17,1.97,1,0.14,0,1.53,0.9193228483200073
927,owe,lend,V,2.32,2.07,3.07,1,0.14,0,0.82,0.9116625785827637
928,explore,discover,V,8.48,2.9,2.37,2,0.14,0,1.33,0.9129127264022827
929,complain,argue,V,4.8,2.6,2.75,2,0.14,0,0.9,0.9516943693161011
930,withdraw,reject,V,6.38,3.04,2.4,2,0.14,0,1.97,0.6969303488731384
931,keep,borrow,V,2.25,2.37,3.1,2,0.14,0,1.29,0.903549313545227
932,beg,ask,V,6.0,2.96,2.52,2,0.14,0,1.58,0.8270962238311768
933,arrange,organize,V,8.27,2.79,2.72,2,0.14,0,1.1,0.819298267364502
934,reduce,shrink,V,8.02,2.0,3.55,2,0.14,0,1.82,0.8831671476364136
935,speak,acknowledge,V,4.67,3.7,2.03,2,0.14,0,1.47,0.8570563793182373
936,give,borrow,V,2.22,2.83,3.1,2,0.14,0,1.63,0.8973902463912964
937,kill,defend,V,2.63,3.9,2.31,2,0.14,0,0.85,0.7546481490135193
938,disappear,shrink,V,5.8,2.86,3.55,2,0.14,0,1.0,0.900303840637207
939,deliver,carry,V,3.88,3.12,4.04,2,0.14,0,1.44,0.9463499784469604
940,breathe,choke,V,1.37,4.07,3.97,3,0.14,0,2.02,0.7791630029678345
941,acknowledge,notify,V,5.3,2.03,3.04,1,0.13,0,0.62,0.7958493232727051
942,become,seem,V,2.63,1.54,1.75,1,0.11,0,1.79,0.8848527669906616
943,pretend,seem,V,4.68,2.11,1.75,1,0.11,0,1.63,0.8760519027709961
944,accomplish,become,V,4.0,2.33,1.54,1,0.11,0,0.85,0.7968701124191284
945,contemplate,think,V,8.82,1.71,2.41,1,0.11,0,1.59,0.7071316838264465
946,determine,predict,V,5.8,2.13,2.0,1,0.11,0,1.37,0.880290687084198
947,please,entertain,V,5.0,1.64,2.55,1,0.11,0,0.71,0.8085867166519165
948,remain,retain,V,5.75,1.96,2.32,1,0.11,0,1.12,0.7603279948234558
949,pretend,portray,V,7.03,2.11,2.18,1,0.11,0,1.64,0.8324494361877441
950,forget,retain,V,0.63,2.04,2.32,1,0.11,0,1.68,0.6997376680374146
951,want,choose,V,4.78,1.93,2.62,1,0.11,0,1.56,0.826347827911377
952,lose,get,V,0.77,2.25,2.38,1,0.11,0,1.33,0.7382400631904602
953,try,think,V,2.62,2.22,2.41,1,0.11,0,1.45,0.8430386185646057
954,become,appear,V,4.77,1.54,3.13,1,0.11,0,1.51,0.883512020111084
955,leave,ignore,V,4.42,2.53,2.22,1,0.11,0,1.33,0.9275062680244446
956,accept,recommend,V,2.75,3.03,1.74,1,0.11,0,1.01,0.7517886757850647
957,leave,wander,V,3.57,2.53,2.28,1,0.11,0,1.33,0.8860053420066833
958,keep,give,V,1.05,2.37,2.83,2,0.11,0,1.03,0.8962750434875488
959,give,allow,V,5.15,2.83,2.41,2,0.11,0,1.32,0.9202134609222412
960,bring,send,V,2.97,2.55,2.7,2,0.11,0,0.88,0.8487353920936584
961,absorb,learn,V,5.48,3.11,2.2,2,0.11,0,1.16,0.8410460948944092
962,acquire,find,V,6.38,2.93,2.63,2,0.11,0,1.74,0.839221715927124
