,word1,word2,POS,result,conc(w1),conc(w2),concQ,Assoc(USF),SimAssoc333,SD(SimLex),bert_cos
641,student,professor,N,1.95,4.92,4.86,4,0.14,0,1.13,0.8065898418426514
642,baby,daughter,N,5.0,5.0,4.79,4,0.14,0,1.29,0.738783597946167
643,pipe,cigar,N,6.03,4.88,4.93,4,0.14,0,1.01,0.8327179551124573
644,milk,juice,N,4.05,4.92,4.89,4,0.14,0,1.46,0.8833742737770081
645,box,cigar,N,1.25,4.9,4.93,4,0.14,0,1.89,0.745536208152771
646,apartment,hotel,N,3.33,4.9,4.93,4,0.14,0,1.18,0.7591139078140259
647,cup,cone,N,3.17,5.0,4.86,4,0.14,0,1.13,0.7393810749053955
648,horse,ox,N,3.02,5.0,4.86,4,0.14,0,1.18,0.6036630868911743
649,throat,nose,N,2.8,4.97,4.89,4,0.14,0,1.12,0.7681110501289368
650,bone,teeth,N,4.17,4.9,4.96,4,0.14,0,1.92,0.6692432761192322
651,bone,elbow,N,3.78,4.9,5.0,4,0.14,0,1.58,0.7668092846870422
652,bacon,bean,N,1.22,4.9,5.0,4,0.14,0,0.92,0.5597580075263977
653,cup,jar,N,5.13,5.0,5.0,4,0.14,0,1.17,0.7023813128471375
654,proof,fact,N,7.3,2.67,2.72,2,0.13,0,1.7,0.6361939311027527
655,appointment,engagement,N,6.75,3.0,2.75,2,0.13,0,1.59,0.810893714427948
656,birthday,year,N,1.67,3.2,3.25,2,0.13,0,1.69,0.5803840756416321
657,word,clue,N,2.53,3.56,2.93,2,0.13,0,1.65,0.7187181115150452
658,author,creator,N,8.02,4.26,3.07,2,0.13,0,1.5,0.7225059866905212
659,atom,carbon,N,3.1,3.34,4.22,3,0.13,0,0.93,0.8057270646095276
660,archbishop,bishop,N,7.05,4.14,4.21,3,0.13,0,1.59,0.8029912710189819
661,letter,paragraph,N,4.0,4.7,3.96,3,0.13,0,1.12,0.7238123416900635
662,page,paragraph,N,3.03,4.9,3.96,3,0.13,0,1.37,0.7714622020721436
663,steeple,chapel,N,7.08,4.74,4.6,3,0.13,0,1.03,0.4096587002277374
664,muscle,bone,N,3.65,4.5,4.9,3,0.13,0,1.68,0.8011380434036255
665,muscle,tongue,N,5.0,4.5,4.93,3,0.13,0,1.65,0.6317598223686218
666,boy,soldier,N,2.15,4.76,4.72,4,0.13,0,1.51,0.7243210077285767
667,belly,abdomen,N,8.13,4.8,4.7,4,0.13,0,1.53,0.8351526260375977
668,guy,girl,N,3.33,4.68,4.85,4,0.13,0,1.9,0.871236264705658
669,bed,chair,N,3.5,5.0,4.58,4,0.13,0,1.26,0.6823012232780457
670,clothes,jacket,N,5.15,4.76,4.86,4,0.13,0,0.74,0.8215022683143616
671,gun,knife,N,3.65,4.83,4.9,4,0.13,0,1.03,0.8169435858726501
672,tin,metal,N,5.63,4.87,4.87,4,0.13,0,1.15,0.7024781703948975
673,bottle,container,N,7.93,4.91,4.85,4,0.13,0,1.38,0.8567803502082825
674,hen,turkey,N,6.13,4.9,4.89,4,0.13,0,1.6,0.498470276594162
675,meat,bread,N,1.67,4.9,4.92,4,0.13,0,1.62,0.8811395168304443
676,arm,bone,N,3.83,4.96,4.9,4,0.13,0,1.94,0.6878401637077332
677,neck,spine,N,5.32,5.0,4.88,4,0.13,0,1.16,0.8349412679672241
678,apple,lemon,N,4.05,5.0,5.0,4,0.13,0,1.58,0.7914332151412964
679,agony,grief,N,7.63,2.38,2.7,1,0.12,0,1.94,0.8493061065673828
680,assignment,task,N,8.7,3.86,2.84,2,0.12,0,1.37,0.8186020851135254
681,night,dawn,N,2.95,4.52,4.46,3,0.12,0,1.53,0.6912107467651367
682,dinner,soup,N,3.72,4.5,4.72,3,0.12,0,1.89,0.8283060193061829
683,calf,bull,N,4.93,4.48,4.85,3,0.12,0,1.67,0.7898373603820801
684,snow,storm,N,4.8,4.85,4.7,4,0.12,0,0.88,0.6958498954772949
685,nail,hand,N,3.42,4.93,4.72,4,0.12,0,1.14,0.7257762551307678
686,dog,horse,N,2.38,4.85,5.0,4,0.12,0,1.39,0.8362401723861694
687,arm,neck,N,1.58,4.96,5.0,4,0.12,0,0.72,0.7604812383651733
688,ball,glove,N,1.75,5.0,4.97,4,0.12,0,1.27,0.7068924307823181
689,flu,fever,N,6.08,3.65,3.27,2,0.11,0,1.58,0.6767399907112122
690,fee,salary,N,3.72,3.89,3.69,3,0.11,0,1.26,0.757861852645874
691,nerve,brain,N,3.88,3.89,4.69,3,0.11,0,1.74,0.7976517677307129
692,beast,animal,N,7.83,4.63,4.61,3,0.11,0,1.64,0.7765255570411682
693,dinner,chicken,N,2.85,4.5,4.8,3,0.11,0,1.5,0.716013491153717
694,girl,maid,N,2.93,4.85,4.64,4,0.11,0,0.9,0.7689785957336426
695,child,boy,N,5.75,4.78,4.76,4,0.11,0,1.82,0.6777756214141846
696,alcohol,wine,N,7.42,4.76,4.79,4,0.11,0,1.53,0.836733877658844
697,nose,mouth,N,3.73,4.89,4.74,4,0.11,0,1.5,0.5860475301742554
698,street,car,N,2.38,4.75,4.89,4,0.11,0,1.16,0.6283390522003174
699,bell,door,N,2.2,4.96,4.81,4,0.11,0,1.46,0.6678717136383057
700,box,hat,N,1.3,4.9,4.88,4,0.11,0,1.15,0.7757164239883423
701,belief,impression,N,5.95,1.19,2.23,1,0.1,0,0.72,0.7655811309814453
702,bias,opinion,N,5.6,1.68,1.93,1,0.1,0,1.16,0.783647894859314
703,attention,awareness,N,8.73,2.3,1.84,1,0.1,0,1.64,0.8319182395935059
704,anger,mood,N,4.1,2.41,1.75,1,0.1,0,1.87,0.6346303820610046
705,elegance,style,N,5.72,2.18,2.67,1,0.1,0,1.76,0.6342743039131165
706,beauty,age,N,1.58,2.93,2.86,2,0.1,0,1.54,0.5445519685745239
707,book,theme,N,2.58,4.9,2.72,3,0.1,0,0.81,0.49982303380966187
708,friend,mother,N,2.53,3.07,4.6,3,0.1,0,1.54,0.8189356923103333
709,vitamin,iron,N,5.55,4.48,4.59,3,0.1,0,1.14,0.6959776878356934
710,car,factory,N,2.75,4.89,4.76,4,0.1,0,1.43,0.591020941734314
711,pact,condition,N,2.45,2.52,2.15,1,0.0,0,1.59,0.6192129254341125
712,chapter,choice,N,0.48,3.43,1.9,2,0.0,0,0.86,0.5188655257225037
713,arithmetic,rhythm,N,2.35,2.74,3.07,2,0.0,0,2.08,0.6630071401596069
714,winner,presence,N,1.08,3.21,2.72,2,0.0,0,1.12,0.5028223991394043
715,belief,flower,N,0.4,1.19,5.0,2,0.0,0,1.19,0.660892128944397
716,winner,goal,N,3.23,3.21,3.06,2,0.0,0,1.67,0.45196810364723206
717,trick,size,N,0.48,3.36,3.13,2,0.0,0,0.59,0.6742552518844604
718,choice,vein,N,0.98,1.9,4.63,2,0.0,0,1.11,0.6245538592338562
719,hymn,conquest,N,0.68,4.04,2.54,2,0.0,0,0.88,0.6534780859947205
720,endurance,band,N,0.4,2.0,4.68,2,0.0,0,0.44,0.6333562135696411
721,jail,choice,N,1.08,4.83,1.9,2,0.0,0,1.08,0.5558987855911255
722,condition,boy,N,0.48,2.15,4.76,2,0.0,0,0.8,0.5788654088973999
723,flower,endurance,N,0.4,5.0,2.0,2,0.0,0,1.7,0.5689173340797424
724,hole,agreement,N,0.3,4.81,2.22,2,0.0,0,1.72,0.6709077954292297
725,doctor,temper,N,0.48,4.69,2.56,2,0.0,0,1.44,0.6831789612770081
726,fraternity,door,N,0.68,2.46,4.81,2,0.0,0,0.94,0.6049105525016785
727,task,woman,N,0.68,2.84,4.46,2,0.0,0,0.34,0.7355932593345642
728,fraternity,baseball,N,0.88,2.46,4.86,2,0.0,0,0.98,0.5420638918876648
729,cent,size,N,0.4,4.19,3.13,2,0.0,0,1.24,0.7587777376174927
730,presence,door,N,0.48,2.72,4.81,3,0.0,0,0.83,0.6713513731956482
731,mouse,management,N,0.48,4.83,2.72,3,0.0,0,1.59,0.6325752139091492
732,task,highway,N,0.48,2.84,4.72,3,0.0,0,1.34,0.7165548205375671
733,liquor,century,N,0.4,4.73,2.83,3,0.0,0,1.31,0.500512421131134
734,task,straw,N,0.68,2.84,4.77,3,0.0,0,1.53,0.7712226510047913
735,island,task,N,0.3,4.96,2.84,3,0.0,0,0.96,0.7023116946220398
736,night,chapter,N,0.48,4.52,3.43,3,0.0,0,0.92,0.4707812964916229
737,pollution,president,N,0.68,3.75,4.4,3,0.0,0,1.6,0.5405004620552063
738,gun,trick,N,0.48,4.83,3.36,3,0.0,0,1.41,0.6831258535385132
739,bath,trick,N,0.58,4.85,3.36,3,0.0,0,1.28,0.7076131701469421
740,diet,apple,N,1.18,3.21,5.0,3,0.0,0,1.56,0.672162652015686
741,cent,wife,N,0.58,4.19,4.13,3,0.0,0,1.7,0.7067152857780457
742,chapter,tail,N,0.3,3.43,4.96,3,0.0,0,1.57,0.4900463819503784
743,course,stomach,N,0.58,3.82,4.89,3,0.0,0,0.87,0.687717616558075
744,hymn,straw,N,0.4,4.04,4.77,3,0.0,0,1.64,0.7120556235313416
745,dentist,colonel,N,0.4,4.93,3.89,3,0.0,0,1.7,0.7557387351989746
746,wife,straw,N,0.4,4.13,4.77,3,0.0,0,1.53,0.7945654988288879
747,hole,wife,N,0.68,4.81,4.13,3,0.0,0,1.18,0.7089784741401672
748,pupil,president,N,0.78,4.55,4.4,3,0.0,0,1.28,0.7345287799835205
749,bath,wife,N,0.48,4.85,4.13,3,0.0,0,1.42,0.7241703271865845
750,people,cent,N,0.48,4.82,4.19,3,0.0,0,1.61,0.597751796245575
751,formula,log,N,1.77,4.11,4.96,3,0.0,0,1.51,0.46112579107284546
752,woman,fur,N,0.58,4.46,4.69,3,0.0,0,0.99,0.7246972918510437
753,apple,sunshine,N,0.58,5.0,4.21,3,0.0,0,1.2,0.7763245105743408
754,gun,dawn,N,1.18,4.83,4.46,3,0.0,0,1.57,0.73955237865448
755,meal,waist,N,0.98,4.62,4.72,3,0.0,0,1.58,0.8689793348312378
756,camera,president,N,0.48,5.0,4.4,3,0.0,0,1.56,0.6687006950378418
757,liquor,band,N,0.68,4.73,4.68,3,0.0,0,0.91,0.644841730594635
758,stomach,vein,N,2.35,4.89,4.63,4,0.0,0,1.2,0.7420973777770996
759,gun,fur,N,0.3,4.83,4.69,4,0.0,0,1.8,0.7717141509056091
760,couch,baseball,N,0.88,4.71,4.86,4,0.0,0,1.32,0.5790092349052429
761,worker,camera,N,0.68,4.59,5.0,4,0.0,0,1.21,0.6829127669334412
762,deck,mouse,N,0.48,4.77,4.83,4,0.0,0,1.48,0.6523736715316772
763,rice,boy,N,0.4,4.86,4.76,4,0.0,0,1.72,0.6086558699607849
764,people,gun,N,0.68,4.82,4.83,4,0.0,0,1.47,0.7155815958976746
765,cliff,tail,N,0.3,4.71,4.96,4,0.0,0,1.57,0.7216202616691589
766,ankle,window,N,0.3,4.81,4.86,4,0.0,0,1.8,0.690582275390625
767,princess,island,N,0.3,4.72,4.96,4,0.0,0,1.36,0.6572839021682739
768,container,mouse,N,0.3,4.85,4.83,4,0.0,0,0.95,0.7963145971298218
769,wagon,container,N,2.65,4.89,4.85,4,0.0,0,0.85,0.8358576893806458
770,people,balloon,N,0.48,4.82,4.92,4,0.0,0,1.96,0.7298508286476135
771,dollar,people,N,0.4,4.93,4.82,4,0.0,0,1.42,0.6663556098937988
772,bath,balloon,N,0.4,4.85,4.92,4,0.0,0,1.41,0.7329559326171875
773,stomach,bedroom,N,0.4,4.89,4.9,4,0.0,0,0.97,0.8077376484870911
774,bicycle,bedroom,N,0.4,4.89,4.9,4,0.0,0,1.47,0.7549525499343872
775,log,bath,N,0.4,4.96,4.85,4,0.0,0,1.63,0.5679543614387512
776,bowl,tail,N,0.48,4.87,4.96,4,0.0,0,1.0,0.8314003944396973
777,go,come,V,2.42,3.15,2.72,2,5.75,1,1.51,0.8141264915466309
778,take,steal,V,6.18,3.06,3.84,2,3.28,1,1.69,0.8416961431503296
779,listen,hear,V,8.17,3.47,3.66,2,3.22,1,1.72,0.6949617266654968
780,think,rationalize,V,8.25,2.41,1.52,1,3.17,1,1.13,0.41393181681632996
781,occur,happen,V,9.32,1.84,1.78,1,2.87,1,1.34,0.836193859577179
782,vanish,disappear,V,9.8,2.77,2.86,2,2.76,1,0.46,0.6933073997497559
783,multiply,divide,V,1.75,2.79,2.86,2,2.53,1,1.32,0.34071439504623413
784,plead,beg,V,9.08,2.59,2.96,2,2.5,1,1.26,0.8051983118057251
785,begin,originate,V,8.2,2.56,2.23,1,2.44,1,0.75,0.7912444472312927
786,protect,defend,V,9.13,2.86,2.31,1,2.28,1,1.29,0.7065755128860474
787,kill,destroy,V,5.9,3.9,3.08,2,2.0,1,1.93,0.897128701210022
788,create,make,V,8.72,2.62,2.67,2,1.72,1,1.14,0.7936622500419617
789,accept,reject,V,0.83,3.03,2.4,2,1.69,1,1.28,0.8918822407722473
790,ignore,avoid,V,6.87,2.22,2.41,1,1.56,1,1.22,0.8762171268463135
791,carry,bring,V,5.8,4.04,2.55,2,1.37,1,1.24,0.8124393224716187
792,leave,enter,V,0.95,2.53,3.12,2,1.3,1,1.91,0.6428902745246887
793,choose,elect,V,7.62,2.62,2.41,1,1.28,1,1.14,0.6949196457862854
794,lose,fail,V,7.33,2.25,3.0,2,1.28,1,1.79,0.7474244236946106
795,encourage,discourage,V,1.58,2.61,1.9,1,1.23,1,1.55,0.8543432950973511
796,achieve,accomplish,V,8.57,2.29,2.33,1,1.22,1,0.94,0.8380661010742188
797,make,construct,V,8.33,2.67,2.6,2,1.2,1,0.85,0.7255033254623413
798,listen,obey,V,4.93,3.47,2.67,2,1.19,1,1.33,0.6992780566215515
799,inform,notify,V,9.25,2.25,3.04,2,1.15,1,0.44,0.3800129294395447
800,receive,give,V,1.47,2.69,2.83,2,1.11,1,1.19,0.7550373077392578
801,borrow,beg,V,2.62,3.1,2.96,2,1.0,1,1.89,0.8058605790138245
802,take,obtain,V,7.1,3.06,3.0,2,0.9,1,1.01,0.5998631119728088
803,advise,recommend,V,8.1,2.03,1.74,1,0.89,1,1.6,0.6468042135238647
804,imitate,portray,V,6.75,2.66,2.18,1,0.89,1,1.13,0.33136606216430664
805,win,succeed,V,7.9,2.67,2.33,1,0.89,1,1.83,0.6117168068885803
806,think,decide,V,5.13,2.41,1.92,1,0.88,1,1.4,0.7996404767036438
807,greet,meet,V,6.17,2.96,3.0,2,0.83,1,1.73,0.8741092085838318
808,agree,argue,V,0.77,2.31,2.75,1,0.81,1,1.68,0.8625574111938477
809,enjoy,entertain,V,5.92,2.29,2.55,1,0.79,1,1.27,0.7427091002464294
810,destroy,make,V,1.6,3.08,2.67,2,0.78,1,1.72,0.8033488988876343
811,save,protect,V,6.58,2.42,2.86,2,0.74,1,0.44,0.8462378978729248
812,give,lend,V,7.22,2.83,3.07,2,0.72,1,0.93,0.7195219993591309
813,understand,know,V,7.47,2.28,1.68,1,0.71,1,1.26,0.8781213164329529
814,take,receive,V,5.08,3.06,2.69,2,0.7,1,0.48,0.777877688407898
815,accept,acknowledge,V,6.88,3.03,2.03,1,0.69,1,1.63,0.8645622730255127
816,decide,choose,V,8.87,1.92,2.62,1,0.67,1,1.26,0.8616735339164734
817,accept,believe,V,6.75,3.03,1.55,1,0.67,1,1.61,0.8529890179634094
818,keep,possess,V,8.27,2.37,2.6,1,0.62,1,0.8,0.8059479594230652
819,roam,wander,V,8.83,2.85,2.28,1,0.61,1,0.89,0.832396924495697
820,succeed,fail,V,0.83,2.33,3.0,2,0.61,1,1.44,0.7987885475158691
821,spend,save,V,0.55,2.93,2.42,2,0.61,1,1.06,0.8014129996299744
822,leave,go,V,7.63,2.53,3.15,2,0.61,1,1.49,0.8237441778182983
823,come,attend,V,8.1,2.72,3.17,2,0.61,1,1.6,0.7451673746109009
824,know,believe,V,5.5,1.68,1.55,1,0.6,1,1.18,0.8421313166618347
825,gather,meet,V,7.3,2.75,3.0,2,0.55,1,0.59,0.7028804421424866
826,make,earn,V,7.62,2.67,2.39,1,0.54,1,1.92,0.8606733679771423
827,forget,ignore,V,3.07,2.04,2.22,1,0.5,1,1.25,0.8455777168273926
828,multiply,add,V,2.7,2.79,3.0,2,0.5,1,1.8,0.39773765206336975
829,shrink,grow,V,0.23,3.55,3.03,2,0.5,1,1.2,0.8888997435569763
830,arrive,leave,V,1.33,3.22,2.53,2,0.49,1,1.48,0.7579383254051208
831,succeed,try,V,3.98,2.33,2.22,1,0.48,1,1.35,0.6519731879234314
832,accept,deny,V,1.75,3.03,2.2,2,0.48,1,1.41,0.8843806385993958
833,arrive,come,V,7.05,3.22,2.72,2,0.48,1,1.56,0.7387939095497131
834,agree,differ,V,1.05,2.31,1.59,1,0.42,0,1.53,0.7611318826675415
835,send,receive,V,1.08,2.7,2.69,2,0.42,0,1.53,0.7077909111976624
836,win,dominate,V,5.68,2.67,2.12,1,0.41,0,1.74,0.6457408666610718
837,add,divide,V,2.3,3.0,2.86,2,0.41,0,1.25,0.6300305128097534
838,kill,choke,V,4.92,3.9,3.97,3,0.41,0,1.48,0.7606585025787354
839,acquire,get,V,8.82,2.93,2.38,2,0.39,0,0.94,0.8385581970214844
840,participate,join,V,7.7,2.59,2.86,2,0.39,0,1.69,0.7747582793235779
841,leave,remain,V,2.53,2.53,1.96,1,0.34,0,1.36,0.7742320895195007
842,go,enter,V,4.0,3.15,3.12,2,0.34,0,1.43,0.6663455367088318
843,take,carry,V,5.23,3.06,4.04,2,0.34,0,0.44,0.8300498127937317
844,forget,learn,V,1.18,2.04,2.2,1,0.33,0,1.65,0.7583447098731995
845,appoint,elect,V,8.17,2.24,2.41,1,0.33,0,1.51,0.8235222697257996
846,engage,marry,V,5.43,2.07,3.03,1,0.33,0,1.12,0.8022994995117188
847,ask,pray,V,3.72,2.52,3.21,2,0.33,0,1.63,0.6725258231163025
848,go,send,V,3.75,3.15,2.7,2,0.33,0,0.77,0.7409795522689819
849,take,deliver,V,4.37,3.06,3.12,2,0.33,0,1.16,0.823401689529419
850,speak,hear,V,3.02,3.7,3.66,2,0.33,0,0.76,0.832172155380249
851,analyze,evaluate,V,8.03,2.3,1.85,1,0.28,0,0.49,0.8820810914039612
852,argue,rationalize,V,4.2,2.75,1.52,1,0.28,0,1.21,0.3997941315174103
853,lose,keep,V,1.05,2.25,2.37,1,0.28,0,1.57,0.6144284009933472
854,compare,analyze,V,8.1,2.52,2.3,1,0.28,0,0.84,0.8036640286445618
855,disorganize,organize,V,1.45,2.44,2.72,1,0.28,0,1.3,0.3935616612434387
856,go,allow,V,3.62,3.15,2.41,2,0.28,0,1.53,0.7979438900947571
857,take,possess,V,7.2,3.06,2.6,2,0.28,0,1.14,0.792317807674408
858,learn,listen,V,3.88,2.2,3.47,2,0.28,0,1.65,0.7097021341323853
859,destroy,construct,V,0.92,3.08,2.6,2,0.28,0,1.78,0.7202869653701782
860,create,build,V,8.48,2.62,3.71,2,0.28,0,1.14,0.7468501925468445
861,steal,buy,V,1.13,3.84,3.35,2,0.28,0,0.95,0.8745682835578918
862,kill,hang,V,4.45,3.9,3.7,3,0.28,0,1.43,0.7201573848724365
863,forget,know,V,0.92,2.04,1.68,1,0.27,0,1.6,0.7345971465110779
864,create,imagine,V,5.13,2.62,1.53,1,0.27,0,1.7,0.7720290422439575
865,do,happen,V,4.23,2.46,1.78,1,0.27,0,1.02,0.7952956557273865
866,win,accomplish,V,7.85,2.67,2.33,1,0.27,0,0.8,0.6303400993347168
867,give,deny,V,1.43,2.83,2.2,1,0.27,0,1.36,0.8251645565032959
868,deserve,earn,V,5.8,1.69,2.39,1,0.23,0,0.62,0.8209860324859619
869,get,put,V,1.98,2.38,2.5,1,0.22,0,1.33,0.8432171940803528
870,locate,find,V,8.73,2.97,2.63,2,0.22,0,1.54,0.8155931830406189
871,appear,attend,V,6.28,3.13,3.17,2,0.22,0,1.47,0.8378580808639526
872,know,comprehend,V,7.63,1.68,1.86,1,0.21,0,1.39,0.791250467300415
873,pretend,imagine,V,8.47,2.11,1.53,1,0.21,0,1.63,0.6714629530906677
874,satisfy,please,V,7.67,2.04,1.64,1,0.21,0,1.74,0.6319820284843445
875,cherish,keep,V,4.85,1.73,2.37,1,0.21,0,1.78,0.2519763112068176
876,argue,differ,V,5.15,2.75,1.59,1,0.21,0,1.22,0.771515429019928
877,overcome,dominate,V,6.25,2.28,2.12,1,0.21,0,1.58,0.8625006079673767
878,behave,obey,V,7.3,1.78,2.67,1,0.21,0,1.24,0.8506852984428406
879,cooperate,participate,V,6.43,1.87,2.59,1,0.21,0,1.5,0.7377870678901672
880,achieve,try,V,4.42,2.29,2.22,1,0.21,0,1.14,0.6637908220291138
881,fail,discourage,V,3.33,3.0,1.9,1,0.21,0,1.2,0.8069952726364136
882,begin,quit,V,1.28,2.56,2.56,1,0.21,0,1.53,0.7273222804069519
883,say,participate,V,3.82,2.58,2.59,1,0.21,0,1.3,0.6588010787963867
884,come,bring,V,2.42,2.72,2.55,2,0.21,0,1.03,0.8384928107261658
885,declare,announce,V,9.08,2.0,3.31,2,0.21,0,1.56,0.8058468103408813
886,read,comprehend,V,4.7,3.56,1.86,2,0.21,0,1.75,0.7770999670028687
887,take,leave,V,2.47,3.06,2.53,2,0.21,0,0.8,0.8144797086715698
888,proclaim,announce,V,8.18,2.36,3.31,2,0.21,0,1.58,0.46275678277015686
889,acquire,obtain,V,8.57,2.93,3.0,2,0.21,0,1.96,0.6252264976501465
890,conclude,decide,V,7.75,1.78,1.92,1,0.2,0,1.17,0.7214632034301758
891,please,plead,V,2.98,1.64,2.59,1,0.2,0,1.18,0.6468012928962708
892,argue,prove,V,4.83,2.75,1.83,1,0.2,0,0.62,0.880990743637085
893,ask,plead,V,6.47,2.52,2.59,1,0.2,0,1.62,0.7513366937637329
894,find,disappear,V,0.77,2.63,2.86,2,0.2,0,1.04,0.8027775287628174
895,inspect,examine,V,8.75,3.31,2.86,2,0.2,0,1.39,0.8921620845794678
896,verify,justify,V,4.08,2.1,1.45,1,0.17,0,1.11,0.7807376980781555
897,assume,predict,V,4.85,1.75,2.0,1,0.17,0,1.02,0.6192848682403564
898,learn,evaluate,V,4.17,2.2,1.85,1,0.17,0,0.88,0.8079660534858704
899,argue,justify,V,5.0,2.75,1.45,1,0.17,0,1.13,0.9007167816162109
900,make,become,V,4.77,2.67,1.54,1,0.17,0,0.82,0.8041707873344421
901,discover,originate,V,4.83,2.37,2.23,1,0.17,0,1.33,0.8109533190727234
902,achieve,succeed,V,7.5,2.29,2.33,1,0.17,0,1.29,0.7776056528091431
903,give,put,V,3.65,2.83,2.5,2,0.17,0,1.47,0.8288525342941284
904,understand,listen,V,4.68,2.28,3.47,2,0.17,0,1.66,0.7563509941101074
905,expand,grow,V,8.27,3.36,3.03,2,0.17,0,1.28,0.8484804034233093
906,borrow,sell,V,1.73,3.1,3.35,2,0.17,0,1.21,0.8520426750183105
907,keep,protect,V,5.4,2.37,2.86,2,0.15,0,1.26,0.7545208930969238
908,explain,prove,V,4.1,1.97,1.83,1,0.14,0,1.29,0.8609306216239929
909,assume,pretend,V,3.72,1.75,2.11,1,0.14,0,1.15,0.5644328594207764
910,agree,please,V,4.13,2.31,1.64,1,0.14,0,1.7,0.6331251859664917
911,forgive,forget,V,3.92,1.92,2.04,1,0.14,0,1.5,0.7500155568122864
912,clarify,explain,V,8.33,2.07,1.97,1,0.14,0,1.74,0.7864810824394226
913,understand,forgive,V,4.87,2.28,1.92,1,0.14,0,1.32,0.7560335993766785
914,remind,forget,V,0.87,2.19,2.04,1,0.14,0,1.56,0.8120883703231812
915,get,remain,V,1.6,2.38,1.96,1,0.14,0,1.68,0.8365067839622498
916,realize,discover,V,7.47,2.03,2.37,1,0.14,0,0.59,0.7120703458786011
917,require,inquire,V,1.82,2.07,2.38,1,0.14,0,1.06,0.3668598234653473
918,ignore,ask,V,1.07,2.22,2.52,1,0.14,0,1.27,0.8118877410888672
919,think,inquire,V,4.77,2.41,2.38,1,0.14,0,1.23,0.3319817781448364
920,reject,avoid,V,4.78,2.4,2.41,1,0.14,0,1.36,0.8778617978096008
921,argue,persuade,V,6.23,2.75,2.07,1,0.14,0,1.7,0.86075758934021
922,pursue,persuade,V,3.17,2.83,2.07,1,0.14,0,1.39,0.8254839777946472
923,accept,forgive,V,3.73,3.03,1.92,1,0.14,0,1.75,0.750964879989624
924,do,quit,V,1.17,2.46,2.56,1,0.14,0,1.81,0.7122748494148254
925,investigate,examine,V,8.1,2.27,2.86,1,0.14,0,1.31,0.9385883808135986
926,discuss,explain,V,6.67,3.17,1.97,1,0.14,0,1.53,0.8568565845489502
927,owe,lend,V,2.32,2.07,3.07,1,0.14,0,0.82,0.7931302189826965
928,explore,discover,V,8.48,2.9,2.37,2,0.14,0,1.33,0.8453966975212097
929,complain,argue,V,4.8,2.6,2.75,2,0.14,0,0.9,0.9059051871299744
930,withdraw,reject,V,6.38,3.04,2.4,2,0.14,0,1.97,0.6352455615997314
931,keep,borrow,V,2.25,2.37,3.1,2,0.14,0,1.29,0.8169182538986206
932,beg,ask,V,6.0,2.96,2.52,2,0.14,0,1.58,0.7639097571372986
933,arrange,organize,V,8.27,2.79,2.72,2,0.14,0,1.1,0.7860264778137207
934,reduce,shrink,V,8.02,2.0,3.55,2,0.14,0,1.82,0.8322386145591736
935,speak,acknowledge,V,4.67,3.7,2.03,2,0.14,0,1.47,0.8117918968200684
936,give,borrow,V,2.22,2.83,3.1,2,0.14,0,1.63,0.8091990947723389
937,kill,defend,V,2.63,3.9,2.31,2,0.14,0,0.85,0.6452732086181641
938,disappear,shrink,V,5.8,2.86,3.55,2,0.14,0,1.0,0.8665198683738708
939,deliver,carry,V,3.88,3.12,4.04,2,0.14,0,1.44,0.9005439281463623
940,breathe,choke,V,1.37,4.07,3.97,3,0.14,0,2.02,0.6971168518066406
941,acknowledge,notify,V,5.3,2.03,3.04,1,0.13,0,0.62,0.338905394077301
942,become,seem,V,2.63,1.54,1.75,1,0.11,0,1.79,0.8161200284957886
943,pretend,seem,V,4.68,2.11,1.75,1,0.11,0,1.63,0.7549466490745544
944,accomplish,become,V,4.0,2.33,1.54,1,0.11,0,0.85,0.7315423488616943
945,contemplate,think,V,8.82,1.71,2.41,1,0.11,0,1.59,0.44783681631088257
946,determine,predict,V,5.8,2.13,2.0,1,0.11,0,1.37,0.8212733864784241
947,please,entertain,V,5.0,1.64,2.55,1,0.11,0,0.71,0.6636024713516235
948,remain,retain,V,5.75,1.96,2.32,1,0.11,0,1.12,0.7338389754295349
949,pretend,portray,V,7.03,2.11,2.18,1,0.11,0,1.64,0.7546356916427612
950,forget,retain,V,0.63,2.04,2.32,1,0.11,0,1.68,0.5959064960479736
951,want,choose,V,4.78,1.93,2.62,1,0.11,0,1.56,0.7024785876274109
952,lose,get,V,0.77,2.25,2.38,1,0.11,0,1.33,0.6949253082275391
953,try,think,V,2.62,2.22,2.41,1,0.11,0,1.45,0.6978077292442322
954,become,appear,V,4.77,1.54,3.13,1,0.11,0,1.51,0.8322001099586487
955,leave,ignore,V,4.42,2.53,2.22,1,0.11,0,1.33,0.8136656880378723
956,accept,recommend,V,2.75,3.03,1.74,1,0.11,0,1.01,0.6317597031593323
957,leave,wander,V,3.57,2.53,2.28,1,0.11,0,1.33,0.7645069360733032
958,keep,give,V,1.05,2.37,2.83,2,0.11,0,1.03,0.7999206781387329
959,give,allow,V,5.15,2.83,2.41,2,0.11,0,1.32,0.8562914729118347
960,bring,send,V,2.97,2.55,2.7,2,0.11,0,0.88,0.7550362348556519
961,absorb,learn,V,5.48,3.11,2.2,2,0.11,0,1.16,0.7806994915008545
962,acquire,find,V,6.38,2.93,2.63,2,0.11,0,1.74,0.767691969871521
